Team_Name,Year,Rushing,Receiving,Passing,Tackling,Run_Defense,Pass_Rush,Coverage,Pass_Blocking,Run_Blocking,Quarterback,Running_Back,Receiver/TE,Tackle,Interior_OLine,Interior_DLine,Edge,Linebacker,Safety,Cornerback,Team_Wins,Team_Record,Team_Tier
NYG,2007,62.04400871,69.58287402,64.47611684,67.12271426,67.5210213,60.64081197,63.18142715,73.86773629,68.40436533,62.50917692,65.54265734,71.48122807,66.40537931,76.18901574,65.33723622,68.25296343,61.08945357,69.63503435,64.78492947,10,0.625,2
OAK,2007,55.79416667,65.70582278,55.38079151,66.34248318,64.7709205,62.45884892,69.7892464,74.87094486,62.24367414,51.04956098,60.80075472,68.87677004,63.62369172,65.84094513,67.36907563,59.80097629,71.88201139,61.15385417,75.7840501,4,0.25,4
NE,2007,51.5375,64.50396396,79.13152,66.7617887,76.41377778,67.73445181,68.14366232,81.71418637,69.07684807,76.39738073,65.10495356,67.86776711,75.62349052,78.65774008,84.42609709,70.82876325,76.69416667,65.69681928,76.35194528,16,1,1
CHI,2007,54.66966019,71.59174664,43.07914654,71.01360297,68.17011263,65.80583026,75.50470588,72.43345254,63.61623501,43.35722543,69.7879085,75.47545393,61.87256522,65.16535015,65.30114155,55.89575071,84.88367704,74.26866438,71.58014518,7,0.4375,3
BUF,2007,58.35469484,70.53719212,54.26738241,63.28432214,59.3366398,61.77513956,66.92008671,75.05213821,65.81654445,55.15921909,62.66315789,70.18440945,73.97898323,63.13908737,58.89866794,62.67176251,72.36685628,64.15805758,65.94193288,7,0.4375,3
GB,2007,57.40426667,63.41865942,55.87606908,71.16097919,71.21202942,65.55848641,67.62256313,78.80032164,63.02648437,54.87381672,65.1590998,63.65171875,72.5234852,68.04624665,63.04986256,73.76559499,70.11584615,70.18271605,71.66012777,13,0.8125,1
TEN,2007,50.86880165,59.33259912,48.13418647,63.30693069,64.16324072,62.31044075,67.86365522,78.87639651,66.46565858,50.54975321,61.81305263,62.08086225,77.85,70.32604035,68.21243756,60.14112865,61.18338257,72.35427011,73.60406952,10,0.625,2
KC,2008,59.82738095,74.88992248,50.6441129,62.92430982,62.22176384,59.95622977,57.37863825,66.4577156,64.50460829,49.89989616,62.56621924,74.49327869,71.65901309,66.21510452,55.29263837,60.19237252,58.1967178,60.12209607,62.0230895,2,0.125,4
SD,2008,70.03285024,75.94988662,80,68.21842442,69.45485402,60.39929554,69.30233573,79.58565038,71.39228736,76.8,68.6515544,79.12156619,64.93244653,79.97241754,73.87118105,73.43482936,54.55496324,70.76210953,76.07853191,8,0.5,3
SL,2008,66.69361179,62.16916836,62.45663176,69.49151105,65.06634352,61.83313927,65.81030928,64.54492537,61.9716174,60.5859127,58.83030303,66.06845481,67.94219075,59.77473997,71.74802065,66.02483475,64.19724981,69.1777999,63.53239923,2,0.125,4
DET,2008,58.1880597,67.20935412,63.39869792,67.74744692,63.45487489,62.15727029,62.35116898,75.11817368,66.10835727,63.67346723,63.96102088,67.62090838,69.62903226,74.68058801,61.41249415,66.08917323,52.8013295,64.57243816,71.09881818,0,0,4
ARZ,2008,58.27210682,72.39081456,86.74537178,65.17994895,66.68593425,67.09310612,64.84767178,68.41109618,64.06967354,83.02755906,67.68200514,71.41590214,67.89525653,64.28537132,65.90446255,68.45063663,74.4769527,62.48505609,67.25098847,9,0.5625,2
PIT,2008,56.79771167,74.56184486,83.11823735,64.69271889,71.63246753,58.77194983,66.26670636,72.1744186,67.69366089,83.40758017,62.74722892,78.37047841,74.59311645,61.15989783,56.29538284,78.23037264,70.69950739,71.92752782,66.69244813,12,0.75,1
CLV,2008,62.09179487,69.88973214,65.17077799,66.20617101,70.63640793,64.84286385,65.31051856,81.50113409,67.28623402,63.52329787,63.15474138,69.12584986,78.31741512,75.04084649,77.89431698,63.71316812,56.18748084,74.4698743,68.39090909,4,0.25,4
SF,2008,57.66685237,63.14088983,55.28816667,74.32943909,73.71206226,57.11580161,67.14092226,72.10945714,62.36954192,48.73709677,61.42766571,65.18786244,69.49646423,63.77490537,66.51750696,62.08449409,79.93347756,64.49089027,71.70337553,7,0.4375,3
MIN,2008,84.0416499,65.82601432,59.80856031,65.42426893,74.56598623,66.3264936,69.70888565,74.67286483,72.50844767,58.0233463,61.90427699,72.2894047,71.49264706,83.36666667,75.72406312,77.42373294,67.25242522,70.895087,74.37609482,10,0.625,2
NYJ,2008,63.16674757,70.26370809,77.00511464,73.26636001,71.81377798,62.43146959,69.13454545,84.08112913,69.94831913,74.0990099,74.37247059,72.81205298,75.98450148,81.53581699,74.33642458,73.01121908,64.18691233,81.22007338,67.85083494,9,0.5625,2
TB,2008,58.76029056,62.17629063,84.10826645,61.85490672,69.44756385,63.46817204,69.28098798,72.75105036,69.51778647,79.3952381,69.649,68.64165527,68.40812558,68.29338843,67.91769088,71.31229472,71.743869,67.07244014,74.93330404,9,0.5625,2
SEA,2008,59.3835443,69.41223529,54.16428571,73.2591813,71.1313472,65.15271777,73.06054374,77.73167618,67.9308554,58.86504752,66.39977117,69.58426357,76.30846586,72.31256624,73.55797244,68.23872599,75.53550773,69.66797181,80.22081178,4,0.25,4
HST,2008,60.23897059,74.91,78.67603306,66.83188419,64.9603154,59.40326686,61.11741132,75.02122008,73.33664759,76.85141188,64.66932773,77.98057219,72.3490252,77.52609943,56.66427819,66.41973415,69.19765467,57.40099256,61.99435173,8,0.5,3
BLT,2008,59.17534965,68.64389027,60.61958333,65.61876952,77.08901299,58.44224879,57.59716469,82.03056226,65.6839162,63.86495327,66.38150065,72.72310507,73.53074878,72.59905947,73.57187005,71.51902508,75.31464738,62.02730964,54.2097166,11,0.6875,2
WAS,2008,56.38044444,72.90598291,73.36048527,64.9866477,64.92485406,59.39555977,69.81499614,81.59442446,66.29269978,72.9,55.18875502,74.5160961,75.5902049,69.83986265,60.7610023,66.58042475,64.42618947,64.32304527,72.83121135,8,0.5,3
NO,2008,61.07017995,68.76383333,83.96444954,69.24997856,64.77615922,61.85663853,67.02733134,75.12433978,65.27714643,84.43820225,55.17396963,69.83452722,66.42330723,73.25295385,69.08046208,69.8228424,51.31642673,77.63623188,68.44476534,8,0.5,3
MIA,2008,60.21556064,62.48207343,63.55009488,64.82850699,63.76221142,60.26162415,62.53670074,72.3211745,62.33346985,58.34900731,60.68592715,61.77875579,72.73925811,62.03640124,59.12913263,66.15441035,55.83156049,70.07397078,67.2787732,11,0.6875,2
PHI,2008,73.59325,64.17364747,67.49610687,64.35346826,70.39623524,64.59788732,67.61206586,75.19991857,69.04185185,64.94224548,68.19008811,65.88993377,79.42917847,74.40794136,74.0954071,69.30372671,69.45917355,69.49783019,70.07153369,9.5,0.59375,2
DEN,2008,62.1325,74.36325503,70.6643617,63.46070471,60.55256279,64.264264,60.36522324,77.01988397,68.61844898,70.61210068,62.05923754,73.67063222,62.2,76.73123821,57.74197333,69.20294262,62.66180922,53.07996725,66.34838275,8,0.5,3
JAX,2008,79.25984456,70.14268537,84.29320388,60.77700859,65.1984741,62.4903104,58.65431762,76.07814254,66.89735516,84.2039604,80.47446809,70.44111842,64.8,69.03256851,61.42073027,70.79204819,59.37828089,48.99857434,66.75281184,5,0.3125,4
IND,2008,69.09264305,74.86378378,92.75976821,63.04255013,65.10449528,67.57844941,73.8722179,66.01847731,65.92980769,92.74938776,71.92857143,77.09805521,63.12442421,67.01683137,58.91291866,72.42697886,71.82630332,79.1451355,69.82636485,12,0.75,1
CHI,2008,58.64268868,62.88523909,50.77061947,68.86041513,65.48250571,63.94858168,67.33915138,75.90753956,65.51529138,45.70834171,72.40857143,63.4791423,70.85179009,70.76654581,58.05820963,71.54185419,69.65836457,67.57437558,69.63587843,9,0.5625,2
OAK,2008,63.55918367,59.33168831,35.94809322,66.06481075,63.23099584,62.62411318,66.29787656,73.35019622,69.07752559,34.11740064,63.6840367,61.25078468,62.78138551,77.54569209,66.43305204,63.65969739,67.00295689,60.91536503,65.8053681,5,0.3125,4
NE,2008,67.80762712,78.93097166,37.55426731,68.01414442,67.7069532,61.70265288,63.36153641,76.12097291,73.40505114,47.20968635,69.54463768,78.86194111,80.21791444,82.24022229,71.23564356,74.45683662,58.79878823,68.10909091,60.99703226,11,0.6875,2
CIN,2008,58.20026525,72.49914712,64.72364086,63.07320131,65.51243012,61.67446979,64.2390592,81.38017914,70.05450052,69.09421907,61.84630542,73.33150492,73.63299849,78.37236968,69.3937347,66.66259646,69.27784672,60.9480786,61.51411715,4.5,0.28125,4
DAL,2008,78.28123393,77.69910873,77.71547619,68.3679071,74.11099885,66.40601073,69.31714143,77.73198429,68.34252621,78.28822938,75.87643979,80.46295828,69.04149297,71.08647568,71.80163221,76.28464978,73.59511942,65.79526526,73.17832038,9,0.5625,2
CAR,2008,68.60881764,65.05912596,67.8,67.44879863,65.92765685,58.68147482,65.66974988,74.03053375,69.76741239,66.74247881,69.76161049,65.82615122,76.74005168,71.06499133,61.30342227,56.10015848,65.41877745,65.23715359,72.53529865,12,0.75,1
ATL,2008,54.63817505,67.69177057,60.75,68.06248897,66.44193042,61.86770398,59.72745283,69.84302239,68.15939438,64.4,79.77338403,69.29407368,70.75922422,66.85226115,62.77021505,64.54321723,67.03307664,65.35650485,54.32383047,11,0.6875,2
NYG,2008,67.3789899,61.66864407,70.00114068,67.540304,65.94461234,62.74778271,60.76528969,82.29945791,73.01105459,66.5997151,79.64264973,65.40647124,75.79531392,85.7364886,66.45466156,68.70721469,65.30051256,60.21873362,62.32441954,12,0.75,1
TEN,2008,58.66551724,65.17714286,79.97106918,61.3310827,68.37301805,67.22247029,71.72573074,79.99664207,68.26884623,77.74811801,61.85632184,68.90112423,78.22622134,73.71485543,72.28921002,64.51648762,69.5943958,68.70171021,71.66654633,13,0.8125,1
BUF,2008,77.27718447,67.49568182,57.95046211,70.34648315,65.99289953,57.59554753,64.54213467,81.50936255,63.73725772,56.86334372,72.77362205,66.04902821,74.18616445,67.5553228,57.15891239,60.64950593,65.33470019,67.19600182,71.29810185,7,0.4375,3
GB,2008,70.93775,70.32335329,62.38636364,67.88815343,68.84580321,58.64923499,64.61482776,74.15847507,65.85716675,66.08673171,73.41431335,72.60729167,70.17202881,67.2977368,63.86398964,70.03871841,64.64043362,64.41998964,65.55015907,6,0.375,3
CIN,2009,54.47638436,59.50021505,51.29465649,70.14142225,58.28167515,59.70103359,64.54384935,69.99179903,70.11742697,49.35282101,70.18742515,63.19765848,69.25655141,71.67628997,49.89908556,57.68560127,66.22535701,62.50071023,65.59185751,10,0.625,2
SD,2009,56.34735577,73.25572687,80.27311151,71.26543507,58.91509773,59.87323893,63.11526775,65.81515432,74.10983568,77.92922607,59.50574257,75.91507402,73.46352403,74.65059441,54.49324696,61.47388626,66.36549878,64.95294464,61.89063724,13,0.8125,1
SL,2009,53.15561224,62.15429142,58.66293532,69.8064496,57.3176872,64.1651341,63.30206358,73.82604695,67.33393701,59.11697561,59.62369146,63.32425806,66.35596817,74.28446115,57.18817624,61.65153426,63.0534749,59.67798278,64.2452315,1,0.0625,4
SEA,2009,57.02582418,68.22556918,64.0547619,71.67050586,61.56724396,68.33141625,66.49144311,57.84308792,68.51347407,66.12122905,55.72889908,74.85941512,70.06162037,58.46753167,63.19448237,61.9356776,63.79314808,69.2054402,67.7252135,5,0.3125,4
PIT,2009,57.24268585,67.66475096,67.80343384,74.31256786,68.25464277,64.05932997,72.61689615,63.71947979,76.72114047,62.45320388,58.50346667,73.56041072,81.95070688,72.12078652,56.52579186,78.42203056,76.6694332,76.83354298,77.41623558,9,0.5625,2
CLV,2009,60.10265306,59.08746929,59.458159,74.14227649,65.12158155,62.90763388,61.93564047,70.46025641,70.71365912,57.57760417,68.44664179,62.34683544,77.4264624,68.6305207,65.01466179,57.56467444,59.3783148,73.46825104,69.15556385,5,0.3125,4
SF,2009,55.28725212,59.29978541,56.77191781,76.44456494,65.34064123,62.27395397,63.1048569,66.73137725,71.87477703,57.85675393,71.78475336,65.95318146,65.28195147,74.30207828,59.8637671,62.01371877,86.61789949,59.6945491,61.9651763,8,0.5,3
MIN,2009,66.95562771,63.75981132,64.30913706,71.79136779,68.50473262,73.15504958,61.82003363,70.73220389,72.34341683,62.92785047,66.48262032,74.49336706,74.03015805,75.4136509,66.99133987,65.74502463,72.44812287,61.00781893,67.63640777,12,0.75,1
NYJ,2009,57.0060241,65.55527778,60.09031891,76.07771669,68.57201825,61.87057079,69.75939142,77.11771796,81.40668908,62.67810651,69.71143376,70.12517353,91.26676514,85.7406051,63.08674487,61.18166287,67.43176844,75.42299822,75.66314238,9,0.5625,2
GB,2009,56.05583127,62.85615385,79.62382445,69.60521025,55.41606323,65.44194757,73.11216534,70.46083878,75.9912854,77.14605263,66.88810916,66.42892734,71.65477707,84.92842937,65.63324926,58.78812692,62.08317476,73.21243612,72.13704241,11,0.6875,2
BLT,2009,49.00155902,69.42839248,67.81699288,70.77339634,69.32492979,62.93142016,72.90805467,73.39153064,72.44981494,66.75631068,48.50938628,73.09657444,72.35817991,77.64137226,69.65144392,77.13456052,71.6177371,79.29585854,70.64681905,9,0.5625,2
WAS,2009,58.10139276,60.32547771,71.83631841,70.81472147,56.59562226,63.5574848,68.49490071,68.95070053,72.21884136,73.29153061,69.19197531,63.62074592,69.73349558,72.48996324,63.76980488,59.02352941,65.13584229,66.06698337,63.73831373,4,0.25,4
MIA,2009,55.2983871,65.463,67.87855932,74.34191311,57.22754034,63.78452147,63.3642391,76.54946145,75.66105572,68.49760307,61.61557178,71.44730573,87.75488246,72.62836651,57.94085529,54.16239583,66.63937464,65.5709606,63.82064994,7,0.4375,3
PHI,2009,60.36980609,62.15952381,65.94263502,72.70351673,64.25379842,67.63576779,70.3437052,73.10042445,70.84968588,65.36150671,59.53224181,65.98201848,66.84863158,77.20956741,69.39962687,68.22035461,64.13591644,75.01662426,74.3995748,11,0.6875,2
NE,2009,58.87083333,67.17761468,51.12471729,69.74028534,64.74743065,63.30160321,60.52220164,68.73154795,77.46423294,50.93850365,60.66627451,70.1376672,77.14528131,82.29506173,68.4799415,61.79467773,58.28746988,68.16606171,60.15006342,10,0.625,2
IND,2009,55.93185596,69.74639175,89.38114887,65.66959179,52.20007719,67.33730741,65.51486827,68.58018734,72.85269333,89.44025974,58.7740113,73.53630731,72.48917728,74.97630548,47.89652712,56.66032746,57.13088505,67.4583945,65.01132471,14,0.875,1
TB,2009,61.91117318,61.59458955,63.37086811,67.99498697,59.16572248,64.76849866,68.66075196,74.01361789,75.40179278,65.98823529,62.5350211,65.09765791,83.67976012,71.12969636,54.29027182,68.18541772,71.52279171,65.21095571,69.17807466,3,0.1875,4
OAK,2009,53.33376289,63.57278912,48.70702703,70.37727234,53.92232928,65.71115141,63.90090472,65.6849516,67.74806867,49.19337474,62.58553114,67.05339096,70.263978,66.4169743,51.57365269,57.19835514,60.01613821,62.03451404,66.92596965,5,0.3125,4
JAX,2009,54.14682927,62.77207792,76.90518395,61.4388278,55.67327675,61.00408534,59.18959507,58.71709845,69.97710614,76.04505495,74.12816092,63.76328338,64.64995146,64.45197166,61.81011021,53.48415609,60.09071936,46.48866972,64.77893245,7,0.4375,3
DET,2009,62.11935484,63.22601476,57.67545455,63.66743413,61.0248817,64.50613772,53.86432661,70.88222164,69.73564562,59.44640832,62.76295455,66.24976494,71.748422,70.4777141,61.11970913,60.34925224,60.50486962,57.49678487,50.47259048,2,0.125,4
NO,2009,55.06103896,64.23723197,80.42407733,68.29338448,59.62697042,61.89600533,66.70070525,72.89269279,77.47162791,80.31031519,53.10161725,67.31924623,75.4407195,84.43102588,62.47636266,56.28629885,64.31779859,63.06300851,69.80603976,13,0.8125,1
DAL,2009,55.60521327,67.91504762,70.6,70.14393939,60.34115673,67.47209844,59.80428863,63.03913415,72.37773965,65.6,62.21511976,74.39756592,70.26332392,69.40885759,59.07999253,75.27290448,66.47133941,54.38971098,60.40649161,11,0.6875,2
CAR,2009,74.64007782,66.90846682,74.52761341,69.64454608,57.51953359,67.63343328,67.85527094,72.5766907,77.33079432,72.45585673,74.8125,77.07316943,77.99571695,76.60423497,51.33334897,62.32883541,65.3086194,57.91958471,76.51170084,8,0.5,3
DEN,2009,59.49393939,68.39108527,63.26218905,74.90105515,62.38828629,63.6503319,66.58508493,71.6108795,80.81608725,59.72066351,61.28847458,70.22582264,74.19642526,86.28822984,54.38171112,65.19322297,63.29938303,66.72270554,75.6527355,8,0.5,3
ATL,2009,56.98607306,75.23019608,79.8557377,71.57256092,62.08488473,67.60344317,60.00984049,72.15968733,75.22123318,74.32160898,67.42226027,79.6553856,72.68472441,73.54777854,61.45262864,66.12197849,68.68904159,62.24973052,62.77945373,9,0.5625,2
NYG,2009,57.64649533,62.65438596,69.56,69.42941933,62.84190981,67.55318581,62.00080235,71.19394632,76.88399277,68.07445186,56.93246269,74.50931524,76.36394432,82.66676092,61.77345497,71.91620891,60.9645617,54.07377957,71.12077821,8,0.5,3
TEN,2009,66.45411255,60.71398601,50.09512428,69.10169996,61.86106661,68.93853179,70.6297084,77.99646499,78.05652356,48.29331307,58.85372093,70.47451539,90.64305205,77.70074026,54.68721506,66.87730465,67.01946508,71.55184851,74.00598989,8,0.5,3
ARZ,2009,53.74016854,66.69215328,70.55670927,67.37556086,59.5699061,62.84345037,68.37475127,66.24102637,73.0145489,66.7199,48.29346049,71.57608536,75.45642023,64.96835279,55.29225504,63.59470925,69.61597765,62.41475149,76.52961808,10,0.625,2
HST,2009,61.34790123,71.48333333,73.18202512,65.4546655,58.63242431,65.36390279,60.26458142,56.37057183,75.62449526,70.61519845,74.95550847,72.59815911,72.79230408,60.74160401,55.99896907,64.68780387,66.8943728,57.20570274,62.10838759,9,0.5625,2
CHI,2009,50.18205128,64.21020794,79.97897727,71.81302057,60.15453662,60.52353964,66.56935771,76.95669203,70.36402116,79.03455285,65.65974843,61.50469231,79.77108014,75.50461334,57.80542453,61.77152485,66.55773309,59.98478002,74.45864253,7,0.4375,3
BUF,2009,64.09083969,67.52537313,65.90622568,73.28506953,62.3516899,60.21348784,64.32486732,67.06024714,67.26350416,63.84271845,62.95367412,68.75650624,63.2864259,67.72136214,67.1472937,60.13349536,65.49075733,62.64038885,64.01131066,6,0.375,3
KC,2009,62.75285171,60.35010941,64.63991803,68.84149844,56.07129663,62.22996619,57.12560226,68.45130701,72.21927681,63.24209524,65.41303258,63.91304067,66.02420938,78.42343037,56.3405955,63.05645911,60.23920145,62.25471869,53.1869195,4,0.25,4
WAS,2010,60.44837758,64.63423913,69.72634731,70.80555694,60.12034432,69.38740351,63.00394177,57.23980633,66.35787791,66.76320388,64.23439024,67.22430124,69.37132216,65.75688371,65.8512505,64.13824006,72.669,52.38712731,67.62538194,6,0.375,3
NYJ,2010,53.91044487,66.30995851,50.24389381,68.38556202,67.09702048,63.11530503,70.45069394,76.60790208,74.61413268,49.13425926,56.95933333,72.58638498,80.15081247,81.46272226,68.32988166,68.21646804,71.02991718,69.54240688,72.60744312,11,0.6875,2
SL,2010,60.76125908,61.65495327,60.75,75.81750211,64.71021915,63.65130148,56.6493105,72.87227225,69.35028504,64.4,63.83524804,64.4904014,68.73598537,72.35567387,59.40645533,64.26286282,65.72380553,60.81882129,57.77761538,7,0.4375,3
SF,2010,57.74376658,65.41460674,69.33209877,69.6066165,66.49176394,65.02369985,68.14589395,71.83449985,67.69732648,63.42897196,58.12864322,66.2943317,70.20174717,70.78086108,67.05845242,65.30075614,84.37792793,55.13192771,72.8428023,6,0.375,3
CHI,2010,42.20519481,67.16032864,65.40453721,71.17052977,61.82070606,65.29535216,67.24419643,71.96331852,69.34180662,63.21398747,47.09714286,68.93043033,67.01439178,71.63396226,59.98158745,70.38617486,74.98284728,66.63633301,64.75579151,11,0.6875,2
KC,2010,65.24475655,62.47009346,64.44565217,73.51754973,58.50068228,65.42422566,68.38004391,69.57220648,67.6904788,60.22001837,54.54610245,63.67632576,64.10408534,71.77474444,52.62470985,67.8111265,77.68936043,56.60203363,76.93969965,10,0.625,2
NO,2010,62.6693299,72.77479936,88.49746377,70.66555863,56.28802153,61.79515483,69.11765672,73.99754538,75.07507068,88.78246097,65.70074627,74.93255504,73.89004093,87.45500603,56.52243984,60.98736533,63.95717831,61.88237925,75.63030457,11,0.6875,2
BLT,2010,61.44008439,75.08628319,83.45802583,69.90922535,72.75503421,60.08983351,69.99917244,75.24590114,73.48912863,81.6,66.57295082,72.13789633,78.70643588,74.6716448,72.44174023,64.554349,77.21042136,64.45952805,71.58696993,12,0.75,1
MIA,2010,56.11339713,71.20610236,67.44565217,69.11198595,65.56649507,67.36312849,61.78954409,75.89051289,73.87719135,66.99435084,68.63898734,74.86307893,81.85856164,72.70516206,62.15304411,79.55490524,65.70150966,52.55211401,69.99660348,7,0.4375,3
NE,2010,44.51183036,66.66459627,80.37662338,72.3888319,65.42882986,64.80440762,63.4536306,76.77086665,72.10614647,76.67525151,51.91207729,68.5958682,82.27389797,79.39450968,58.9565098,70.54386503,64.8484092,70.39724972,60.66864952,14,0.875,1
